Diario;Día de la Semana;Mes;Pedidos;Facturación;Ingreso neto;Coste producto;Coste envío y embalaje;Coste forma de pago;Beneficio;Carrito Medio;Coste Producto Medio;Bº por Venta;x;Tráfico España;Tráfico Portugal;Tráfico Francia;Tráfico Italia;Tráfico UK;Tráfico IE;Tráfico México;Tráfico Chile;Tráfico TOTAL;x2;Coste ADS España;Coste ADS Portugal;Coste ADS Francia;Coste ADS Italia;Coste ADS UK;Coste ADS IE;Coste ADS México;Coste ADS Chile;TOTAL Coste ADS EroticFeel;x3;Tráfico ADS España;Tráfico ADS Portugal;Tráfico ADS Francia;Tráfico ADS Italia;Tráfico ADS UK;Tráfico ADS IE;Tráfico ADS México;Tráfico ADS Chile;Tráfico TOTAL ADS EroticFeel
22/10/22;sábado;octubre;19; 856,62 € ; 670,79 € ; 351,78 € ; 82,81 € ; 9,82 € ; 223,98 € ; 45,09 € ; 18,51 € ; 11,79 € ;x;795 ;172 ;104 ;116 ;56 ;39 ;205 ;124 ;1.611 ;x; 30,98 € ; 48,64 € ; 3,04 € ; 0,06 € ; 0,05 € ;; 35,48 € ;; 118,25 € ;x;85 ;93;7;5;1;3;110;80;384
23/10/22;domingo;octubre;17; 957,76 € ; 621,64 € ; 295,93 € ; 61,25 € ; 10,03 € ; 249,65 € ; 56,34 € ; 17,41 € ; 14,69 € ;x;873 ;165 ;111 ;119 ;52 ;37 ;235 ;123 ;1.715 ;x; 38,47 € ; 53,19 € ; 3,90 € ; -   € ; 0,01 € ;; 28,61 € ;; 124,18 € ;x;101 ;95;2;0;1;4;123;82;408
24/10/22;lunes;octubre;29; 1.370,48 € ; 1.150,20 € ; 582,73 € ; 132,13 € ; 19,64 € ; 415,72 € ; 47,26 € ; 20,09 € ; 14,34 € ;x;973 ;192 ;135 ;103 ;52 ;25 ;278 ;119 ;1.877 ;x; 58,25 € ; 76,48 € ; 2,96 € ; 0,28 € ; -   € ;; 41,50 € ;; 179,47 € ;x;115 ;96;3;4;0;3;156;85;462
25/10/22;martes;octubre;31; 2.273,09 € ; 1.882,19 € ; 1.045,89 € ; 103,11 € ; 27,50 € ; 705,73 € ; 73,33 € ; 33,74 € ; 22,77 € ;x;865 ;207 ;130 ;118 ;60 ;22 ;246 ;125 ;1.773 ;x; 72,53 € ; 77,18 € ; 3,34 € ; 0,47 € ; 0,06 € ;; 34,19 € ;; 187,77 € ;x;170 ;110;1;5;2;0;149;79;516
26/10/22;miércoles;octubre;19; 1.243,83 € ; 1.029,08 € ; 647,54 € ; 60,44 € ; 10,54 € ; 310,59 € ; 65,46 € ; 34,08 € ; 16,35 € ;x;854 ;203 ;128 ;127 ;43 ;22 ;238 ;109 ;1.724 ;x; 95,33 € ; 65,33 € ; 0,15 € ; 0,12 € ; -   € ;; 51,49 € ;; 212,42 € ;x;180 ;111;1;3;1;2;157;64;519
27/10/22;jueves;octubre;36; 1.987,32 € ; 1.594,06 € ; 893,34 € ; 130,04 € ; 17,91 € ; 545,93 € ; 55,20 € ; 24,82 € ; 15,16 € ;x;1.072 ;269 ;122 ;112 ;51 ;22 ;238 ;147 ;2.033 ;x; 62,16 € ; 72,56 € ; 1,62 € ; 0,01 € ; -   € ;; 37,95 € ;; 174,30 € ;x;155 ;103;3;1;0;3;138;108;511
28/10/22;viernes;octubre;47; 2.835,76 € ; 2.358,83 € ; 1.359,98 € ; 173,88 € ; 34,54 € ; 790,44 € ; 60,34 € ; 28,94 € ; 16,82 € ;x;1.232 ;373 ;139 ;103 ;42 ;20 ;248 ;122 ;2.279 ;x; 52,62 € ; 89,12 € ; 5,86 € ; 0,63 € ; -   € ;; 40,90 € ;; 189,13 € ;x;123 ;136;5;3;0;1;128;79;475
29/10/22;sábado;octubre;16; 1.009,34 € ; 837,85 € ; 487,21 € ; 75,29 € ; 12,38 € ; 262,98 € ; 63,08 € ; 30,45 € ; 16,44 € ;x;834 ;226 ;113 ;101 ;54 ;17 ;234 ;117 ;1.696 ;x; 28,06 € ; 56,25 € ; 1,00 € ; 0,56 € ; 1,41 € ;; 34,13 € ;; 121,41 € ;x;70 ;125;1;2;2;3;116;76;395
30/10/22;domingo;octubre;29; 1.734,39 € ; 1.450,66 € ; 826,38 € ; 151,09 € ; 26,30 € ; 446,90 € ; 59,81 € ; 28,50 € ; 15,41 € ;x;760 ;208 ;135 ;106 ;61 ;21 ;256 ;95 ;1.642 ;x; 28,43 € ; 53,36 € ; 8,60 € ; -   € ; -   € ;; 35,58 € ;; 125,97 € ;x;89 ;120;10;0;0;2;129;71;421
31/10/22;lunes;octubre;37; 2.045,62 € ; 1.580,27 € ; 929,72 € ; 146,81 € ; 24,53 € ; 475,98 € ; 55,29 € ; 25,13 € ; 12,86 € ;x;748 ;254 ;175 ;103 ;46 ;24 ;188 ;89 ;1.627 ;x; 49,05 € ; 106,43 € ; 5,36 € ; 0,21 € ; 0,06 € ;; 18,12 € ;; 179,23 € ;x;109 ;145;6;1;1;3;69;66;400
1/11/22;martes;noviembre;41; 2.372,39 € ; 1.936,10 € ; 1.128,75 € ; 161,40 € ; 32,57 € ; 610,79 € ; 57,86 € ; 27,53 € ; 14,90 € ;x;798 ;334 ;150 ;108 ;44 ;31 ;116 ;107 ;1.688 ;x; 53,23 € ; 157,98 € ; 2,07 € ; 0,01 € ; -   € ;; -   € ;; 213,29 € ;x;146 ;195;6;3;0;1;7;76;434
2/11/22;miércoles;noviembre;53; 2.547,80 € ; 2.036,35 € ; 1.182,42 € ; 211,69 € ; 28,87 € ; 610,69 € ; 48,07 € ; 22,31 € ; 11,52 € ;x;866 ;319 ;187 ;110 ;55 ;23 ;108 ;122 ;1.790 ;x; 55,20 € ; 118,86 € ; 3,83 € ; 0,03 € ; -   € ;; -   € ;; 177,92 € ;x;135 ;177;6;1;1;2;6;81;409
3/11/22;jueves;noviembre;34; 1.771,39 € ; 1.468,35 € ; 786,40 € ; 146,03 € ; 17,39 € ; 518,55 € ; 52,10 € ; 23,13 € ; 15,25 € ;x;1.044 ;277 ;171 ;119 ;49 ;27 ;97 ;161 ;1.945 ;x; 43,18 € ; 94,12 € ; 7,53 € ; -   € ; -   € ;; -   € ;; 144,83 € ;x;120 ;153;7;0;1;5;9;109;404
4/11/22;viernes;noviembre;27; 1.555,43 € ; 1.289,46 € ; 733,98 € ; 110,43 € ; 15,48 € ; 429,57 € ; 57,61 € ; 27,18 € ; 15,91 € ;x;1.401 ;203 ;132 ;106 ;52 ;17 ;113 ;192 ;2.216 ;x; 42,31 € ; 93,47 € ; 9,28 € ; 0,02 € ; -   € ;; -   € ;; 145,08 € ;x;105 ;123;10;2;0;1;4;132;377
5/11/22;sábado;noviembre;24; 1.117,00 € ; 926,23 € ; 527,29 € ; 100,45 € ; 15,20 € ; 283,30 € ; 46,54 € ; 21,97 € ; 11,80 € ;x;708 ;220 ;170 ;109 ;34 ;26 ;105 ;124 ;1.496 ;x; 28,94 € ; 55,95 € ; 6,20 € ; -   € ; 0,06 € ;; -   € ;; 91,15 € ;x;90 ;131;4;0;2;3;6;90;326
6/11/22;domingo;noviembre;41; 2.260,68 € ; 1.871,75 € ; 1.030,99 € ; 178,05 € ; 27,99 € ; 634,78 € ; 55,14 € ; 25,15 € ; 15,48 € ;x;697 ;214 ;167 ;87 ;50 ;37 ;110 ;129 ;1.491 ;x; 48,07 € ; 86,09 € ; 6,75 € ; 0,15 € ; -   € ;; -   € ;; 141,06 € ;x;115 ;133;12;3;0;6;2;94;365
7/11/22;lunes;noviembre;32; 1.650,10 € ; 1.374,86 € ; 771,49 € ; 166,42 € ; 16,16 € ; 420,80 € ; 51,57 € ; 24,11 € ; 13,15 € ;x;838 ;232 ;166 ;102 ;40 ;28 ;212 ;161 ;1.779 ;x; 62,66 € ; 115,42 € ; 4,16 € ; 2,35 € ; -   € ;; 27,36 € ;; 211,95 € ;x;150 ;161;8;6;1;1;96;122;545
8/11/22;martes;noviembre;34; 1.973,44 € ; 1.666,64 € ; 879,44 € ; 5.141,47 € ; 31,34 € ;-4.385,60 € ; 58,04 € ; 25,87 € ;-128,99 € ;x;746 ;243 ;155 ;119 ;44 ;19 ;232 ;162 ;1.720 ;x; 75,54 € ; 98,93 € ; 2,29 € ; 0,36 € ; 0,01 € ;; 29,26 € ;; 206,39 € ;x;172 ;152;7;6;1;1;130;114;583
9/11/22;miércoles;noviembre;33; 1.637,26 € ; 1.356,55 € ; 666,78 € ; 134,22 € ; 22,47 € ; 533,07 € ; 49,61 € ; 20,21 € ; 16,15 € ;x;982 ;315 ;195 ;100 ;59 ;59 ;212 ;133 ;2.055 ;x; 68,08 € ; 97,75 € ; 1,27 € ; 0,09 € ; 0,16 € ;; 28,40 € ;; 195,75 € ;x;164 ;162;5;3;2;3;103;100;542
10/11/22;jueves;noviembre;37; 2.243,29 € ; 1.871,31 € ; 1.058,87 € ; 177,46 € ; 27,36 € ; 607,65 € ; 60,63 € ; 28,62 € ; 16,42 € ;x;1.216 ;370 ;182 ;120 ;63 ;77 ;249 ;181 ;2.458 ;x; 61,86 € ; 90,74 € ; 2,26 € ; 0,03 € ; 0,06 € ;; 41,10 € ;; 196,05 € ;x;158 ;154;5;3;2;5;115;111;553
11/11/22;viernes;noviembre;26; 1.664,63 € ; 1.408,60 € ; 799,90 € ; 121,15 € ; 19,71 € ; 467,86 € ; 64,02 € ; 30,77 € ; 17,99 € ;x;1.226 ;280 ;149 ;103 ;59 ;34 ;241 ;167 ;2.259 ;x; 94,78 € ; 76,88 € ; 0,26 € ; 0,41 € ; 0,03 € ;; 26,48 € ;; 198,84 € ;x;199 ;153;4;6;2;3;105;119;591
12/11/22;sábado;noviembre;21; 1.952,74 € ; 902,53 € ; 475,08 € ; 96,21 € ; 19,31 € ; 308,89 € ; 92,99 € ; 22,62 € ; 14,71 € ;x;758 ;201 ;147 ;109 ;57 ;34 ;174 ;161 ;1.641 ;x; 36,01 € ; 40,84 € ; 0,98 € ; 0,05 € ; -   € ;; 18,82 € ;; 96,70 € ;x;103 ;117;5;6;0;4;73;112;420
13/11/22;domingo;noviembre;26; 1.587,53 € ; 1.127,88 € ; 592,03 € ; 122,23 € ; 19,23 € ; 389,41 € ; 61,06 € ; 22,77 € ; 14,98 € ;x;754 ;230 ;204 ;104 ;67 ;26 ;184 ;165 ;1.734 ;x; 52,17 € ; 63,80 € ; 2,36 € ; 0,53 € ; -   € ;; 14,40 € ;; 133,26 € ;x;137 ;124;7;4;0;0;77;126;475
14/11/22;lunes;noviembre;26; 1.397,62 € ; 1.151,30 € ; 560,41 € ; 113,04 € ; 15,78 € ; 459,46 € ; 53,75 € ; 21,55 € ; 17,67 € ;x;863 ;227 ;207 ;101 ;56 ;32 ;263 ;151 ;1.900 ;x; 75,34 € ; 67,52 € ; 8,74 € ; 0,57 € ; -   € ;; 36,82 € ;; 188,99 € ;x;139 ;130;8;4;2;1;108;104;496
15/11/22;martes;noviembre;37; 2.075,89 € ; 1.724,15 € ; 840,67 € ; 139,14 € ; 27,09 € ; 717,25 € ; 56,11 € ; 22,72 € ; 19,39 € ;x;670 ;233 ;154 ;106 ;49 ;21 ;279 ;159 ;1.671 ;x; 58,25 € ; 55,07 € ; 14,63 € ; 0,91 € ; -   € ;; 36,98 € ;; 165,84 € ;x;138 ;109;13;6;1;2;98;105;472
16/11/22;miércoles;noviembre;27; 1.678,40 € ; 1.357,41 € ; 758,32 € ; 106,69 € ; 34,87 € ; 455,17 € ; 62,16 € ; 28,09 € ; 16,86 € ;x;869 ;216 ;144 ;123 ;33 ;27 ;248 ;133 ;1.793 ;x; 42,17 € ; 43,12 € ; 7,39 € ; 0,09 € ; 0,01 € ;; 28,40 € ;; 121,18 € ;x;108 ;121;10;3;1;0;113;94;450
17/11/22;jueves;noviembre;28; 1.360,72 € ; 1.085,70 € ; 572,59 € ; 103,42 € ; 19,61 € ; 378,46 € ; 48,60 € ; 20,45 € ; 13,52 € ;x;853 ;239 ;158 ;102 ;62 ;34 ;275 ;166 ;1.889 ;x; 45,74 € ; 53,61 € ; 5,33 € ; 0,47 € ; 2,34 € ;; 52,76 € ;; 160,25 € ;x;125 ;121;8;2;4;1;136;116;513
18/11/22;viernes;noviembre;25; 2.033,20 € ; 1.698,15 € ; 934,24 € ; 5.094,39 € ; 46,51 € ;-4.379,59 € ; 81,33 € ; 37,37 € ;-175,18 € ;x;1.002 ;208 ;135 ;98 ;52 ;22 ;333 ;133 ;1.983 ;x; 51,13 € ; 67,98 € ; 8,72 € ; 0,46 € ; -   € ;; 78,76 € ;; 207,05 € ;x;133 ;120;7;1;3;0;191;96;551
19/11/22;sábado;noviembre;18; 1.523,53 € ; 1.301,60 € ; 676,00 € ; 87,14 € ; 26,50 € ; 511,92 € ; 84,64 € ; 37,56 € ; 28,44 € ;x;768 ;188 ;147 ;92 ;48 ;27 ;368 ;139 ;1.777 ;x; 28,09 € ; 41,58 € ; 7,77 € ; 0,06 € ; -   € ;; 111,35 € ;; 188,85 € ;x;81 ;111;9;3;2;2;219;98;525
20/11/22;domingo;noviembre;35; 1.946,69 € ; 1.632,60 € ; 808,57 € ; 123,72 € ; 36,83 € ; 663,49 € ; 55,62 € ; 23,10 € ; 18,96 € ;x;1.234 ;496 ;214 ;105 ;114 ;69 ;457 ;165 ;2.854 ;x; 30,42 € ; 91,64 € ; 9,42 € ; -   € ; 0,49 € ;; 124,30 € ;; 256,27 € ;x;113 ;185;14;0;3;5;271;115;706
21/11/22;lunes;noviembre;66; 3.441,44 € ; 2.859,53 € ; 1.634,88 € ; 231,05 € ; 51,75 € ; 941,87 € ; 52,14 € ; 24,77 € ; 14,27 € ;x;1.993 ;468 ;242 ;132 ;165 ;130 ;543 ;77 ;3.750 ;x; 28,62 € ; 24,60 € ; 6,26 € ; 0,04 € ; -   € ;; 208,56 € ;; 268,08 € ;x;74 ;56;11;4;0;5;343;24;517
22/11/22;martes;noviembre;37; 2.364,63 € ; 1.902,50 € ; 1.183,47 € ; 177,66 € ; 35,90 € ; 503,08 € ; 63,91 € ; 31,99 € ; 13,60 € ;x;1.318 ;346 ;178 ;112 ;76 ;44 ;203 ;147 ;2.424 ;x; 56,01 € ; 81,28 € ; 2,81 € ; 0,25 € ; 0,02 € ;; -   € ;; 140,37 € ;x;124 ;125;5;3;2;3;21;96;379
23/11/22;miércoles;noviembre;48; 2.634,15 € ; 2.215,39 € ; 1.196,80 € ; 209,49 € ; 43,81 € ; 765,32 € ; 54,88 € ; 24,93 € ; 15,94 € ;x;1.208 ;392 ;132 ;125 ;70 ;34 ;158 ;157 ;2.276 ;x; 69,21 € ; 93,48 € ; 2,36 € ; 0,20 € ; 2,41 € ;; -   € ;; 167,66 € ;x;140 ;145;6;3;3;4;15;109;425
24/11/22;jueves;noviembre;46; 1.995,78 € ; 1.619,35 € ; 810,34 € ; 142,12 € ; 26,62 € ; 637,66 € ; 43,39 € ; 17,62 € ; 13,86 € ;x;1.348 ;487 ;164 ;134 ;116 ;72 ;148 ;174 ;2.643 ;x; 61,21 € ; 86,94 € ; -   € ; 0,03 € ; 0,09 € ;; -   € ;; 148,27 € ;x;148 ;178;5;3;3;2;15;114;468
25/11/22;viernes;noviembre;90; 5.434,04 € ; 4.362,17 € ; 2.434,35 € ; 408,49 € ; 63,44 € ; 1.449,26 € ; 60,38 € ; 27,05 € ; 16,10 € ;x;1.642 ;557 ;218 ;120 ;140 ;122 ;150 ;254 ;3.203 ;x; 90,88 € ; 138,86 € ; 2,08 € ; 0,20 € ; 0,53 € ;; -   € ;; 232,55 € ;x;142 ;247;14;4;3;10;14;183;617
26/11/22;sábado;noviembre;54; 3.738,59 € ; 3.111,04 € ; 1.650,46 € ; 254,31 € ; 47,56 € ; 1.158,68 € ; 69,23 € ; 30,56 € ; 21,46 € ;x;1.035 ;384 ;147 ;111 ;76 ;47 ;135 ;204 ;2.139 ;x; 36,27 € ; 110,39 € ; 5,36 € ; 0,08 € ; 0,20 € ;; -   € ;; 152,30 € ;x;106 ;207;12;3;1;3;8;151;491
27/11/22;domingo;noviembre;57; 3.571,57 € ; 2.971,41 € ; 1.597,61 € ; 268,62 € ; 35,60 € ; 1.069,59 € ; 62,66 € ; 28,03 € ; 18,76 € ;x;1.228 ;431 ;185 ;119 ;97 ;51 ;121 ;217 ;2.449 ;x; 57,05 € ; 147,03 € ; 7,17 € ; 0,97 € ; 0,13 € ;; -   € ;; 212,35 € ;x;169 ;221;16;4;1;6;7;152;576
28/11/22;lunes;noviembre;70; 3.784,52 € ; 3.138,27 € ; 1.957,35 € ; 261,60 € ; 54,75 € ; 864,53 € ; 54,06 € ; 27,96 € ; 12,35 € ;x;1.473 ;495 ;162 ;108 ;129 ;86 ;123 ;222 ;2.798 ;x; 85,32 € ; 137,90 € ; 1,25 € ; -   € ; 0,95 € ;; -   € ;; 225,42 € ;x;176 ;202;5;0;3;4;7;154;551
29/11/22;martes;noviembre;42; 2.413,09 € ; 1.953,60 € ; 1.268,41 € ; 215,05 € ; 38,66 € ; 428,86 € ; 57,45 € ; 30,20 € ; 10,21 € ;x;830 ;314 ;174 ;109 ;61 ;32 ;132 ;204 ;1.856 ;x; 46,25 € ; 81,74 € ; 0,13 € ; 0,61 € ; 2,41 € ;; -   € ;; 131,14 € ;x;112 ;169;7;2;4;4;8;133;439
30/11/22;miércoles;noviembre;25; 1.033,92 € ; 849,55 € ; 446,66 € ; 93,67 € ; 14,20 € ; 295,03 € ; 41,36 € ; 17,87 € ; 11,80 € ;x;863 ;273 ;153 ;111 ;59 ;34 ;127 ;160 ;1.780 ;x; 40,05 € ; 59,92 € ; 1,11 € ; 1,36 € ; 0,32 € ;; -   € ;; 102,76 € ;x;108 ;141;8;4;1;1;4;103;370
1/12/22;jueves;diciembre;33; 2.418,14 € ; 2.029,22 € ; 1.069,68 € ; 210,40 € ; 32,72 € ; 713,83 € ; 73,28 € ; 32,41 € ; 21,63 € ;x;873 ;262 ;134 ;98 ;54 ;29 ;129 ;172 ;1.751 ;x; 38,84 € ; 77,47 € ; 0,03 € ; 0,26 € ; -   € ;; -   € ;; 116,60 € ;x;96 ;149;3;2;0;1;9;118;378
2/12/22;viernes;diciembre;28; 1.510,16 € ; 1.250,09 € ; 691,39 € ; 127,68 € ; 13,73 € ; 417,29 € ; 53,93 € ; 24,69 € ; 14,90 € ;x;1.016 ;227 ;129 ;113 ;61 ;21 ;132 ;165 ;1.864 ;x; 25,62 € ; 49,05 € ; 5,62 € ; 0,06 € ; -   € ;; -   € ;; 80,35 € ;x;87 ;131;12;1;0;0;2;107;340
3/12/22;sábado;diciembre;21; 857,54 € ; 705,18 € ; 340,58 € ; 73,00 € ; 8,50 € ; 283,07 € ; 40,84 € ; 16,22 € ; 13,48 € ;x;680 ;207 ;146 ;129 ;48 ;29 ;132 ;144 ;1.515 ;x; 16,99 € ; 33,83 € ; 1,44 € ; 0,13 € ; -   € ;; -   € ;; 52,39 € ;x;62 ;98;5;3;0;4;5;105;282
4/12/22;domingo;diciembre;25; 1.400,05 € ; 1.155,50 € ; 631,79 € ; 99,02 € ; 20,68 € ; 404,03 € ; 56,00 € ; 25,27 € ; 16,16 € ;x;734 ;211 ;161 ;134 ;59 ;42 ;150 ;183 ;1.674 ;x; 21,22 € ; 57,14 € ; 1,89 € ; 0,05 € ; 0,19 € ;; -   € ;; 80,49 € ;x;73 ;122;7;4;0;3;3;112;324
5/12/22;lunes;diciembre;34; 2.115,44 € ; 1.760,27 € ; 971,43 € ; 156,21 € ; 19,90 € ; 612,77 € ; 62,22 € ; 28,57 € ; 18,02 € ;x;782 ;263 ;176 ;127 ;72 ;31 ;163 ;176 ;1.790 ;x; 35,75 € ; 51,06 € ; 6,45 € ; 0,02 € ; 0,81 € ;; -   € ;; 94,09 € ;x;105 ;117;10;3;2;2;4;104;347
6/12/22;martes;diciembre;35; 1.885,32 € ; 1.556,87 € ; 838,27 € ; 161,18 € ; 24,60 € ; 532,80 € ; 53,87 € ; 23,95 € ; 15,22 € ;x;752 ;201 ;171 ;122 ;57 ;35 ;158 ;173 ;1.669 ;x; 45,09 € ; 47,93 € ; 9,13 € ; 0,01 € ; 1,08 € ;; -   € ;; 103,24 € ;x;128 ;99;6;3;1;2;2;112;353
7/12/22;miércoles;diciembre;22; 962,90 € ; 794,54 € ; 399,75 € ; 81,48 € ; 10,41 € ; 302,90 € ; 43,77 € ; 18,17 € ; 13,77 € ;x;713 ;215 ;107 ;117 ;49 ;32 ;147 ;152 ;1.532 ;x; 28,27 € ; 41,77 € ; 2,03 € ; 0,26 € ; -   € ;; -   € ;; 72,33 € ;x;103 ;108;4;5;0;2;3;110;335
8/12/22;jueves;diciembre;28; 1.261,90 € ; 1.056,92 € ; 583,87 € ; 142,95 € ; 18,07 € ; 312,02 € ; 45,07 € ; 20,85 € ; 11,14 € ;x;674 ;235 ;120 ;98 ;49 ;29 ;147 ;154 ;1.506 ;x; 33,42 € ; 49,60 € ; 0,22 € ; -   € ; 0,29 € ;; -   € ;; 83,53 € ;x;95 ;124;6;1;1;3;1;95;326
9/12/22;viernes;diciembre;25; 1.376,59 € ; 1.147,81 € ; 611,41 € ; 94,95 € ; 16,00 € ; 425,46 € ; 55,06 € ; 24,46 € ; 17,02 € ;x;697 ;245 ;117 ;138 ;45 ;20 ;145 ;159 ;1.566 ;x; 26,40 € ; 63,07 € ; 2,45 € ; 0,20 € ; 0,01 € ;; -   € ;; 92,13 € ;x;82 ;136;7;8;1;0;4;98;336
10/12/22;sábado;diciembre;18; 1.236,86 € ; 1.043,50 € ; 549,17 € ; 90,36 € ; 19,84 € ; 384,13 € ; 68,71 € ; 30,51 € ; 21,34 € ;x;592 ;207 ;161 ;130 ;63 ;44 ;144 ;153 ;1.494 ;x; 17,84 € ; 46,95 € ; 1,34 € ; 0,01 € ; 0,38 € ;; -   € ;; 66,52 € ;x;56 ;129;9;3;1;2;1;98;299
11/12/22;domingo;diciembre;23; 1.374,97 € ; 1.083,34 € ; 565,12 € ; 80,21 € ; 13,91 € ; 421,49 € ; 59,78 € ; 24,57 € ; 18,33 € ;x;1.074 ;241 ;215 ;150 ;57 ;32 ;137 ;148 ;2.054 ;x; 26,85 € ; 54,97 € ; 5,22 € ; 0,27 € ; -   € ;; -   € ;; 87,31 € ;x;93 ;128;7;4;2;1;2;99;336
12/12/22;lunes;diciembre;39; 1.826,43 € ; 1.521,09 € ; 748,16 € ; 152,92 € ; 27,44 € ; 592,56 € ; 46,83 € ; 19,18 € ; 15,19 € ;x;1.298 ;266 ;160 ;125 ;45 ;34 ;165 ;156 ;2.249 ;x; 32,52 € ; 63,37 € ; 6,87 € ; 0,12 € ; 0,27 € ;; -   € ;; 103,15 € ;x;89 ;139;8;7;1;2;5;108;359
13/12/22;martes;diciembre;27; 1.502,21 € ; 1.218,42 € ; 703,81 € ; 78,56 € ; 15,05 € ; 417,68 € ; 55,64 € ; 26,07 € ; 15,47 € ;x;796 ;232 ;127 ;122 ;62 ;40 ;144 ;152 ;1.675 ;x; 31,60 € ; 46,39 € ; 5,82 € ; 0,02 € ; -   € ;; -   € ;; 83,83 € ;x;86 ;125;9;3;0;3;4;102;332
14/12/22;miércoles;diciembre;24; 1.298,97 € ; 1.068,98 € ; 600,05 € ; 137,85 € ; 16,46 € ; 314,63 € ; 54,12 € ; 25,00 € ; 13,11 € ;x;769 ;240 ;188 ;150 ;55 ;35 ;130 ;175 ;1.742 ;x; 39,32 € ; 57,71 € ; 6,83 € ; 0,91 € ; -   € ;; -   € ;; 104,77 € ;x;75 ;124;12;6;0;3;4;115;339
15/12/22;jueves;diciembre;24; 1.138,02 € ; 920,14 € ; 498,26 € ; 82,10 € ; 12,61 € ; 320,09 € ; 47,42 € ; 20,76 € ; 13,34 € ;x;925 ;189 ;129 ;140 ;57 ;23 ;116 ;160 ;1.739 ;x; 42,69 € ; 52,10 € ; 3,28 € ; 0,23 € ; 0,51 € ;; -   € ;; 98,81 € ;x;93 ;112;9;10;2;1;6;106;339
16/12/22;viernes;diciembre;34; 1.814,45 € ; 1.508,98 € ; 894,84 € ; 125,00 € ; 25,26 € ; 463,89 € ; 53,37 € ; 26,32 € ; 13,64 € ;x;1.068 ;183 ;130 ;126 ;36 ;35 ;118 ;136 ;1.832 ;x; 31,15 € ; 40,64 € ; 0,48 € ; 0,91 € ; -   € ;; -   € ;; 73,18 € ;x;88 ;99;10;10;0;1;10;84;302
17/12/22;sábado;diciembre;22; 1.184,36 € ; 983,12 € ; 475,88 € ; 79,60 € ; 11,21 € ; 416,43 € ; 53,83 € ; 21,63 € ; 18,93 € ;x;698 ;190 ;140 ;98 ;47 ;32 ;118 ;142 ;1.465 ;x; 20,00 € ; 29,41 € ; 6,83 € ; 0,39 € ; 0,02 € ;; -   € ;; 56,65 € ;x;61 ;93;9;5;2;4;6;96;276
18/12/22;domingo;diciembre;31; 1.986,02 € ; 1.651,27 € ; 1.014,37 € ; 131,37 € ; 24,56 € ; 481,00 € ; 64,07 € ; 32,72 € ; 15,52 € ;x;897 ;174 ;108 ;112 ;52 ;38 ;128 ;148 ;1.657 ;x; 25,71 € ; 22,38 € ; 2,44 € ; 0,41 € ; 0,12 € ;; -   € ;; 51,06 € ;x;66 ;86;6;4;1;7;3;85;258
19/12/22;lunes;diciembre;34; 1.937,77 € ; 1.602,72 € ; 853,66 € ; 110,83 € ; 24,62 € ; 613,58 € ; 56,99 € ; 25,11 € ; 18,05 € ;x;878 ;221 ;113 ;131 ;64 ;35 ;155 ;163 ;1.760 ;x; 49,63 € ; 52,75 € ; 5,34 € ; 1,14 € ; -   € ;; -   € ;; 108,86 € ;x;105 ;113;5;4;0;1;7;106;341
20/12/22;martes;diciembre;34; 1.920,17 € ; 1.588,46 € ; 846,12 € ; 136,94 € ; 12,90 € ; 592,53 € ; 56,48 € ; 24,89 € ; 17,43 € ;x;743 ;200 ;128 ;124 ;59 ;36 ;167 ;163 ;1.620 ;x; 46,02 € ; 32,89 € ; 0,91 € ; 1,03 € ; 1,79 € ;; -   € ;; 82,64 € ;x;117 ;103;7;4;4;0;3;105;343
21/12/22;miércoles;diciembre;30; 1.879,06 € ; 1.567,79 € ; 830,20 € ; 135,39 € ; 23,49 € ; 578,74 € ; 62,64 € ; 27,67 € ; 19,29 € ;x;742 ;206 ;105 ;119 ;54 ;21 ;177 ;149 ;1.573 ;x; 43,31 € ; 35,93 € ; 6,41 € ; 0,08 € ; 0,36 € ;; -   € ;; 86,09 € ;x;100 ;109;7;2;3;2;2;86;311
22/12/22;jueves;diciembre;26; 1.457,36 € ; 1.222,52 € ; 627,02 € ; 98,73 € ; 19,62 € ; 477,14 € ; 56,05 € ; 24,12 € ; 18,35 € ;x;732 ;201 ;148 ;103 ;51 ;35 ;188 ;151 ;1.609 ;x; 42,12 € ; 40,07 € ; 0,97 € ; 0,80 € ; -   € ;; -   € ;; 83,96 € ;x;96 ;107;13;4;1;2;2;102;327
23/12/22;viernes;diciembre;25; 1.433,77 € ; 1.201,94 € ; 642,55 € ; 98,00 € ; 20,38 € ; 441,02 € ; 57,35 € ; 25,70 € ; 17,64 € ;x;692 ;168 ;126 ;105 ;49 ;34 ;142 ;125 ;1.441 ;x; 40,46 € ; 40,65 € ; -   € ; 0,06 € ; -   € ;; -   € ;; 81,17 € ;x;101 ;96;1;4;0;2;0;83;287
24/12/22;sábado;diciembre;13; 731,65 € ; 614,95 € ; 304,21 € ; 49,28 € ; 10,32 € ; 251,15 € ; 56,28 € ; 23,40 € ; 19,32 € ;x;556 ;110 ;80 ;89 ;37 ;26 ;75 ;100 ;1.073 ;x; 23,74 € ; 13,00 € ; 4,28 € ; 0,61 € ; -   € ;; -   € ;; 41,63 € ;x;65 ;58;6;2;1;2;3;60;197
