Diario;Día de la Semana;Mes;Pedidos;Facturación;Ingreso neto;Coste producto;Coste envío y embalaje;Coste forma de pago;Beneficio;Carrito Medio;Coste Producto Medio;Bº por Venta;x;Tráfico España;Tráfico Portugal;Tráfico Francia;Tráfico Italia;Tráfico UK;Tráfico IE;Tráfico México;Tráfico Chile;Tráfico TOTAL;x2;Coste ADS España;Coste ADS Portugal;Coste ADS Francia;Coste ADS Italia;Coste ADS UK;Coste ADS IE;Coste ADS México;Coste ADS Chile;TOTAL Coste ADS EroticFeel;x3;Tráfico ADS España;Tráfico ADS Portugal;Tráfico ADS Francia;Tráfico ADS Italia;Tráfico ADS UK;Tráfico ADS IE;Tráfico ADS México;Tráfico ADS Chile;Tráfico TOTAL ADS EroticFeel
05/05/2022;jueves;mayo;33; 1.600,14 € ; 1.317,65 € ; 726,80 € ; 135,23 € ; 26,60 € ; 426,53 € ; 48,49 € ; 22,02 € ; 12,93 € ;x;1.487 ;99 ;66 ;60 ;65 ;58 ;315 ;45 ;2.195 ;x; 112,99 € ; 4,31 € ; -   € ; -   € ; -   € ;; 106,99 € ;; 224,29 € ;x;404 ;24;1;4;1;30;217;2;683
06/05/2022;viernes;mayo;23; 1.306,17 € ; 1.084,16 € ; 603,67 € ; 106,21 € ; 21,32 € ; 352,98 € ; 56,79 € ; 26,25 € ; 15,35 € ;x;1.373 ;91 ;51 ;55 ;39 ;54 ;214 ;23 ;1.900 ;x; 109,81 € ; 11,06 € ; -   € ; -   € ; -   € ;; 46,60 € ;; 167,47 € ;x;361 ;38;1;2;1;33;127;2;565
07/05/2022;sábado;mayo;22; 1.552,95 € ; 1.305,83 € ; 835,19 € ; 143,31 € ; 23,61 € ; 303,72 € ; 70,59 € ; 37,96 € ; 13,81 € ;x;1.135 ;77 ;45 ;33 ;35 ;54 ;81 ;22 ;1.482 ;x; 55,03 € ; 6,27 € ; -   € ; -   € ; 0,01 € ;; -   € ;; 61,31 € ;x;267 ;30;1;0;1;27;8;2;336
08/05/2022;domingo;mayo;20; 1.042,33 € ; 859,44 € ; 467,18 € ; 101,35 € ; 18,47 € ; 272,45 € ; 52,12 € ; 23,36 € ; 13,62 € ;x;1.129 ;72 ;42 ;43 ;41 ;54 ;89 ;29 ;1.499 ;x; 51,16 € ; 4,89 € ; -   € ; -   € ; -   € ;; -   € ;; 56,05 € ;x;254 ;31;1;1;1;28;8;1;325
09/05/2022;lunes;mayo;27; 1.711,03 € ; 1.390,38 € ; 831,00 € ; 116,69 € ; 19,48 € ; 420,82 € ; 63,37 € ; 30,78 € ; 15,59 € ;x;1.329 ;65 ;38 ;43 ;47 ;68 ;100 ;44 ;1.734 ;x; 100,67 € ; 1,79 € ; -   € ; 0,01 € ; -   € ;; -   € ;; 102,47 € ;x;326 ;26;0;3;1;34;12;5;407
10/05/2022;martes;mayo;24; 1.161,36 € ; 976,49 € ; 516,60 € ; 99,31 € ; 12,98 € ; 347,58 € ; 48,39 € ; 21,53 € ; 14,48 € ;x;1.405 ;67 ;37 ;52 ;49 ;48 ;100 ;29 ;1.787 ;x; 169,15 € ; 0,10 € ; -   € ; 0,03 € ; 2,65 € ;; -   € ;; 171,93 € ;x;387 ;16;1;4;3;26;10;4;451
11/05/2022;miércoles;mayo;35; 2.466,91 € ; 1.125,09 € ; 658,04 € ; 115,96 € ; 20,19 € ; 324,85 € ; 70,48 € ; 18,80 € ; 9,28 € ;x;1.233 ;75 ;41 ;33 ;50 ;49 ;102 ;37 ;1.620 ;x; 159,78 € ; 0,25 € ; -   € ; 0,53 € ; 0,01 € ;; -   € ;; 160,57 € ;x;451 ;22;0;4;2;26;5;7;517
12/05/2022;jueves;mayo;25; 1.171,19 € ; 999,76 € ; 542,00 € ; 118,04 € ; 18,65 € ; 321,08 € ; 46,85 € ; 21,68 € ; 12,84 € ;x;1.096 ;62 ;37 ;38 ;31 ;60 ;113 ;39 ;1.476 ;x; 104,11 € ; 0,87 € ; -   € ; 0,01 € ; -   € ;; -   € ;; 104,99 € ;x;333 ;18;1;0;1;39;8;4;404
13/05/2022;viernes;mayo;18; 632,93 € ; 537,30 € ; 301,89 € ; 68,68 € ; 6,99 € ; 159,74 € ; 35,16 € ; 16,77 € ; 8,87 € ;x;1.060 ;65 ;38 ;31 ;42 ;51 ;108 ;25 ;1.420 ;x; 74,54 € ; 2,81 € ; -   € ; -   € ; 0,55 € ;; -   € ;; 77,90 € ;x;297 ;23;2;1;1;30;3;4;361
14/05/2022;sábado;mayo;13; 771,36 € ; 603,56 € ; 359,25 € ; 69,09 € ; 8,30 € ; 163,68 € ; 59,34 € ; 27,63 € ; 12,59 € ;x;953 ;59 ;40 ;47 ;41 ;70 ;106 ;39 ;1.355 ;x; 39,79 € ; 0,25 € ; -   € ; -   € ; 0,09 € ;; -   € ;; 40,13 € ;x;239 ;15;3;1;0;35;3;5;301
15/05/2022;domingo;mayo;17; 939,14 € ; 779,55 € ; 420,08 € ; 129,25 € ; 9,37 € ; 220,86 € ; 55,24 € ; 24,71 € ; 12,99 € ;x;991 ;79 ;36 ;46 ;44 ;82 ;99 ;29 ;1.406 ;x; 56,16 € ; 0,18 € ; -   € ; 0,27 € ; 0,16 € ;; -   € ;; 56,77 € ;x;255 ;18;1;3;1;42;4;0;324
16/05/2022;lunes;mayo;27; 1.302,61 € ; 1.032,46 € ; 589,31 € ; 116,44 € ; 14,29 € ; 310,04 € ; 48,24 € ; 21,83 € ; 11,48 € ;x;1.187 ;90 ;43 ;39 ;49 ;66 ;143 ;20 ;1.637 ;x; 110,22 € ; 0,20 € ; -   € ; -   € ; 0,36 € ;; 4,31 € ;; 115,09 € ;x;376 ;18;1;0;5;32;22;3;457
17/05/2022;martes;mayo;19; 980,00 € ; 711,43 € ; 397,01 € ; 80,16 € ; 10,17 € ; 217,70 € ; 51,58 € ; 20,90 € ; 11,46 € ;x;1.077 ;83 ;45 ;27 ;50 ;59 ;129 ;29 ;1.499 ;x; 70,89 € ; 0,45 € ; -   € ; -   € ; -   € ;; 3,06 € ;; 74,40 € ;x;278 ;21;2;0;1;31;15;1;349
18/05/2022;miércoles;mayo;26; 1.259,70 € ; 1.050,80 € ; 535,03 € ; 108,63 € ; 19,44 € ; 387,71 € ; 48,45 € ; 20,58 € ; 14,91 € ;x;985 ;72 ;35 ;32 ;49 ;65 ;118 ;29 ;1.385 ;x; 72,11 € ; 0,62 € ; -   € ; 0,04 € ; -   € ;; 2,20 € ;; 74,97 € ;x;241 ;15;3;5;1;31;16;2;314
19/05/2022;jueves;mayo;20; 1.229,23 € ; 1.050,87 € ; 536,64 € ; 116,04 € ; 17,52 € ; 380,66 € ; 61,46 € ; 26,83 € ; 19,03 € ;x;1.174 ;80 ;41 ;42 ;48 ;62 ;102 ;44 ;1.593 ;x; 72,67 € ; 0,99 € ; -   € ; 0,01 € ; 0,56 € ;; 4,58 € ;; 78,81 € ;x;275 ;13;0;2;6;36;21;3;356
20/05/2022;viernes;mayo;17; 741,62 € ; 613,69 € ; 359,37 € ; 60,80 € ; 8,73 € ; 184,78 € ; 43,62 € ; 21,14 € ; 10,87 € ;x;1.239 ;60 ;40 ;40 ;43 ;53 ;132 ;26 ;1.633 ;x; 63,88 € ; 0,48 € ; -   € ; 0,01 € ; 0,16 € ;; 4,11 € ;; 68,64 € ;x;265 ;21;1;1;4;31;30;0;353
21/05/2022;sábado;mayo;16; 870,78 € ; 724,75 € ; 462,64 € ; 92,10 € ; 15,77 € ; 154,24 € ; 54,42 € ; 28,92 € ; 9,64 € ;x;928 ;56 ;30 ;38 ;37 ;70 ;96 ;30 ;1.285 ;x; 60,38 € ; 0,12 € ; -   € ; -   € ; -   € ;; 3,23 € ;; 63,73 € ;x;285 ;12;0;0;2;35;23;1;358
22/05/2022;domingo;mayo;22; 1.409,74 € ; 1.175,96 € ; 623,53 € ; 95,07 € ; 20,24 € ; 437,12 € ; 64,08 € ; 28,34 € ; 19,87 € ;x;1.030 ;63 ;41 ;55 ;42 ;93 ;118 ;26 ;1.468 ;x; 85,49 € ; 0,49 € ; -   € ; 0,32 € ; 0,08 € ;; 4,22 € ;; 90,60 € ;x;308 ;9;1;1;1;52;33;1;406
23/05/2022;lunes;mayo;17; 1.052,71 € ; 879,41 € ; 476,22 € ; 67,39 € ; 21,61 € ; 314,18 € ; 61,92 € ; 28,01 € ; 18,48 € ;x;973 ;71 ;46 ;34 ;48 ;45 ;326 ;24 ;1.567 ;x; 83,09 € ; 0,45 € ; -   € ; -   € ; -   € ;; 51,96 € ;; 135,50 € ;x;279 ;19;2;1;3;35;135;3;477
24/05/2022;martes;mayo;40; 2.420,53 € ; 2.021,23 € ; 1.162,35 € ; 159,14 € ; 45,08 € ; 654,64 € ; 60,51 € ; 29,06 € ; 16,37 € ;x;1.036 ;86 ;45 ;33 ;45 ;34 ;333 ;34 ;1.646 ;x; 117,60 € ; 1,37 € ; 0,16 € ; -   € ; -   € ;; 73,56 € ;; 192,69 € ;x;373 ;23;2;0;1;27;159;1;586
25/05/2022;miércoles;mayo;20; 1.340,26 € ; 1.040,97 € ; 595,43 € ; 89,22 € ; 28,23 € ; 318,87 € ; 67,01 € ; 29,77 € ; 15,94 € ;x;984 ;75 ;33 ;37 ;42 ;32 ;329 ;23 ;1.555 ;x; 110,58 € ; 0,14 € ; -   € ; 0,14 € ; -   € ;; 72,06 € ;; 182,92 € ;x;345 ;15;2;1;2;20;196;0;581
26/05/2022;jueves;mayo;31; 1.682,05 € ; 1.410,79 € ; 728,36 € ; 100,57 € ; 34,55 € ; 547,29 € ; 54,26 € ; 23,50 € ; 17,65 € ;x;1.002 ;87 ;44 ;55 ;42 ;54 ;426 ;30 ;1.740 ;x; 130,22 € ; 1,33 € ; -   € ; -   € ; 2,20 € ;; 139,75 € ;; 273,50 € ;x;380 ;25;0;0;3;38;264;1;711
27/05/2022;viernes;mayo;21; 1.277,46 € ; 1.020,45 € ; 536,52 € ; 130,56 € ; 30,68 € ; 247,70 € ; 60,83 € ; 25,55 € ; 11,80 € ;x;898 ;78 ;40 ;49 ;36 ;46 ;410 ;42 ;1.599 ;x; 105,47 € ; 0,87 € ; -   € ; 0,02 € ; -   € ;; 108,23 € ;; 214,59 € ;x;340 ;20;0;1;0;31;265;1;658
28/05/2022;sábado;mayo;19; 1.327,13 € ; 1.116,76 € ; 600,09 € ; 111,36 € ; 16,90 € ; 388,42 € ; 69,85 € ; 31,58 € ; 20,44 € ;x;794 ;66 ;37 ;52 ;35 ;52 ;360 ;37 ;1.433 ;x; 55,42 € ; 0,98 € ; -   € ; -   € ; 1,74 € ;; 92,51 € ;; 150,65 € ;x;235 ;17;1;1;2;38;225;0;519
29/05/2022;domingo;mayo;31; 2.235,68 € ; 1.851,89 € ; 1.014,34 € ; 175,23 € ; 36,68 € ; 625,66 € ; 72,12 € ; 32,72 € ; 20,18 € ;x;1.125 ;56 ;37 ;51 ;55 ;49 ;482 ;43 ;1.898 ;x; 64,86 € ; 1,03 € ; -   € ; -   € ; 0,53 € ;; 146,08 € ;; 212,50 € ;x;265 ;12;5;0;5;34;325;0;646
30/05/2022;lunes;mayo;52; 3.274,19 € ; 2.725,75 € ; 1.605,90 € ; 221,59 € ; 52,89 € ; 845,39 € ; 62,97 € ; 30,88 € ; 16,26 € ;x;1.437 ;79 ;35 ;55 ;54 ;61 ;587 ;56 ;2.364 ;x; 120,61 € ; 1,00 € ; -   € ; 0,01 € ; -   € ;; 181,73 € ;; 303,35 € ;x;402 ;17;2;2;1;41;396;1;862
31/05/2022;martes;mayo;49; 3.119,23 € ; 2.630,23 € ; 1.385,44 € ; 255,66 € ; 59,75 € ; 929,38 € ; 63,66 € ; 28,27 € ; 18,97 € ;x;1.028 ;108 ;36 ;52 ;49 ;111 ;476 ;55 ;1.915 ;x; 118,99 € ; 0,23 € ; 0,82 € ; 0,02 € ; 1,84 € ;; 126,61 € ;; 248,51 € ;x;359 ;27;2;0;2;60;304;4;758
01/06/2022;miércoles;junio;41; 2.659,94 € ; 2.237,20 € ; 1.218,37 € ; 166,29 € ; 60,12 € ; 792,41 € ; 64,88 € ; 29,72 € ; 19,33 € ;x;902 ;93 ;47 ;55 ;30 ;69 ;420 ;56 ;1.672 ;x; 124,15 € ; 2,78 € ; -   € ; -   € ; -   € ;; 137,07 € ;; 264,00 € ;x;359 ;30;3;0;3;45;263;2;705
02/06/2022;jueves;junio;38; 2.057,37 € ; 1.690,31 € ; 913,71 € ; 127,90 € ; 37,27 € ; 609,05 € ; 54,14 € ; 24,05 € ; 16,03 € ;x;1.040 ;88 ;50 ;48 ;56 ;66 ;442 ;47 ;1.837 ;x; 145,40 € ; 2,36 € ; -   € ; -   € ; 0,40 € ;; 138,93 € ;; 287,09 € ;x;366 ;18;1;1;6;46;244;1;683
03/06/2022;viernes;junio;36; 1.953,60 € ; 1.619,03 € ; 849,96 € ; 235,42 € ; 26,28 € ; 507,39 € ; 54,27 € ; 23,61 € ; 14,09 € ;x;1.122 ;72 ;64 ;68 ;37 ;52 ;436 ;47 ;1.898 ;x; 146,71 € ; 0,09 € ; -   € ; 0,02 € ; -   € ;; 183,14 € ;; 329,96 € ;x;411 ;12;0;2;1;36;294;0;756
04/06/2022;sábado;junio;12; 1.010,93 € ; 855,98 € ; 436,87 € ; 56,99 € ; 24,21 € ; 337,92 € ; 84,24 € ; 36,41 € ; 28,16 € ;x;744 ;65 ;34 ;48 ;32 ;56 ;464 ;37 ;1.480 ;x; 70,89 € ; 1,42 € ; -   € ; -   € ; 0,01 € ;; 239,32 € ;; 311,64 € ;x;255 ;19;1;0;1;43;341;4;664
05/06/2022;domingo;junio;24; 1.262,21 € ; 1.048,64 € ; 582,62 € ; 120,01 € ; 21,32 € ; 324,73 € ; 52,59 € ; 24,28 € ; 13,53 € ;x;778 ;79 ;62 ;50 ;38 ;53 ;197 ;38 ;1.295 ;x; 80,40 € ; 0,31 € ; -   € ; -   € ; 1,81 € ;; 8,70 € ;; 91,22 € ;x;301 ;15;0;0;4;39;57;1;417
06/06/2022;lunes;junio;38; 2.188,66 € ; 1.829,25 € ; 925,09 € ; 175,12 € ; 31,07 € ; 697,97 € ; 57,60 € ; 24,34 € ; 18,37 € ;x;1.114 ;84 ;64 ;60 ;55 ;74 ;196 ;43 ;1.690 ;x; 301,90 € ; 0,27 € ; -   € ; 0,04 € ; 0,25 € ;; -   € ;; 302,46 € ;x;583 ;23;0;2;4;52;24;3;691
07/06/2022;martes;junio;33; 2.115,13 € ; 1.724,03 € ; 949,53 € ; 163,26 € ; 29,59 € ; 579,28 € ; 64,09 € ; 28,77 € ; 17,55 € ;x;981 ;76 ;69 ;58 ;67 ;71 ;292 ;43 ;1.657 ;x; 175,63 € ; 0,14 € ; -   € ; 0,16 € ; -   € ;; 48,17 € ;; 224,10 € ;x;452 ;18;1;2;1;40;146;6;666
08/06/2022;miércoles;junio;45; 1.799,44 € ; 1.451,35 € ; 664,10 € ; 165,95 € ; 24,85 € ; 591,69 € ; 39,99 € ; 14,76 € ; 13,15 € ;x;1.188 ;208 ;69 ;47 ;91 ;71 ;441 ;47 ;2.162 ;x; 153,09 € ; 0,59 € ; -   € ; 0,01 € ; 0,50 € ;; 115,56 € ;; 269,75 € ;x;450 ;23;3;0;3;47;286;14;826
09/06/2022;jueves;junio;93; 4.210,06 € ; 3.490,16 € ; 932,48 € ; 370,50 € ; 81,75 € ; 2.102,32 € ; 45,27 € ; 10,03 € ; 22,61 € ;x;1.547 ;222 ;100 ;60 ;114 ;63 ;470 ;46 ;2.622 ;x; 195,70 € ; 0,34 € ; -   € ; -   € ; -   € ;; 130,33 € ;; 326,37 € ;x;604 ;24;1;0;1;42;272;16;960
10/06/2022;viernes;junio;73; 3.660,26 € ; 3.052,38 € ; 617,29 € ; 263,98 € ; 47,90 € ; 2.123,22 € ; 50,14 € ; 8,46 € ; 29,09 € ;x;1.308 ;130 ;71 ;63 ;52 ;64 ;363 ;36 ;2.087 ;x; 193,40 € ; 0,37 € ; -   € ; 0,53 € ; -   € ;; 102,24 € ;; 296,54 € ;x;554 ;16;0;1;1;51;228;4;855
11/06/2022;sábado;junio;24; 1.625,04 € ; 1.336,20 € ; 661,42 € ; 186,51 € ; 30,80 € ; 455,07 € ; 67,71 € ; 27,56 € ; 18,96 € ;x;850 ;75 ;46 ;48 ;40 ;64 ;372 ;44 ;1.539 ;x; 72,74 € ; 0,56 € ; 0,08 € ; -   € ; 0,66 € ;; 91,41 € ;; 165,45 € ;x;313 ;9;3;1;5;46;222;6;605
12/06/2022;domingo;junio;33; 1.983,44 € ; 1.597,88 € ; 885,94 € ; 190,49 € ; 28,92 € ; 487,71 € ; 60,10 € ; 26,85 € ; 14,78 € ;x;974 ;82 ;41 ;52 ;61 ;80 ;420 ;75 ;1.785 ;x; 209,50 € ; 0,61 € ; -   € ; -   € ; 0,87 € ;; 147,15 € ;; 358,13 € ;x;482 ;12;0;2;3;51;279;31;860
13/06/2022;lunes;junio;40; 2.012,32 € ; 1.609,07 € ; 846,94 € ; 157,60 € ; 34,66 € ; 494,86 € ; 50,31 € ; 21,17 € ; 12,37 € ;x;1.101 ;100 ;64 ;78 ;51 ;58 ;435 ;57 ;1.944 ;x; 253,72 € ; 0,15 € ; -   € ; -   € ; -   € ;; 143,20 € ;; 397,07 € ;x;539 ;17;2;1;1;38;251;17;866
14/06/2022;martes;junio;35; 2.442,57 € ; 2.032,29 € ; 1.133,88 € ; 156,23 € ; 40,47 € ; 701,73 € ; 69,79 € ; 32,40 € ; 20,05 € ;x;986 ;150 ;70 ;70 ;70 ;83 ;448 ;44 ;1.921 ;x; 92,06 € ; 0,33 € ; -   € ; 0,04 € ; 0,57 € ;; 108,78 € ;; 201,78 € ;x;290 ;21;1;3;2;55;274;2;648
15/06/2022;miércoles;junio;18; 901,80 € ; 750,12 € ; 373,53 € ; 100,65 € ; 15,15 € ; 260,79 € ; 50,10 € ; 20,75 € ; 14,49 € ;x;1.015 ;116 ;57 ;57 ;55 ;71 ;474 ;33 ;1.878 ;x; 91,78 € ; 0,14 € ; -   € ; 0,04 € ; -   € ;; 143,28 € ;; 235,24 € ;x;340 ;14;0;1;3;38;308;2;706
